,Município,Estado,Prestadores,Serviços,Natureza Jurídica,QD011 - Quantidades de extravasamentos de esgotos registrados,QD012 - Duração dos extravasamentos registrados,QD021 - Quantidade de interrupções sistemáticas,QD022 - Duração das interrupções sistemáticas,QD023 - Quantidade de reclamações ou solicitações de serviços,QD024 - Quantidade de serviços executados,QD025 - Tempo total de execução dos serviços,POPULAÇÃO ESTIMADA
1789,Luislândia,MG,[31062000] Companhia de Saneamento de Minas Gerais - COPASA,Água,Sociedade de economia mista com administração pública,,,,,1.806,1.207,"76.363,49",6699
1791,Luz,MG,[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31388011] Serviço Autônomo de Água e Esgoto de Luz - SAAE | [31388040] Prefeitura Municipal de Luz - PML,Esgotos | Água | Res. Sólidos,Autarquia | Sociedade de economia mista com administração pública | Administração pública direta,5.0,"5,00",,,7.361,4.917,,18215
1792,Machacalis,MG,[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31389011] Prefeitura Municipal de Machacalis - PMM | [31389040] PREFEITURA MUNICIPAL DE MACHACALIS - PMM,Esgotos | Água | Res. Sólidos,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta,,,,,2.164,1.347,,7111
1793,Machado,MG,[31390011] Serviço Autônomo de Água e Esgoto - SAAE | [31390040] Secretaria Municipal de Obras - semosp,Água e Esgoto | Res. Sólidos,Autarquia | Administração pública direta,680.0,"1.360,00",1.0,"6,00",2.781,2.781,"4.171,50",42133
1794,Madre de Deus de Minas,MG,[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31391011] Prefeitura Municipal de Madre de Deus de Minas - PMMDM | [31391040] Prefeitura Municipal de Madre de Deus de Minas - PMMDM,Esgotos | Água | Res. Sólidos,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta,126.0,"12,00",,,1.452,928,"58.209,58",5098
1795,Malacacheta,MG,[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR,Água e Esgoto | Água,Sociedade de economia mista com administração pública | Empresa pública,131.0,"622,17",1.0,"14,00",4.843,3.518,,18650
1797,Manga,MG,[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31393040] Secretaria Municipal de Infraestrutura e Serviços Urbanos - SMISU,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,25.0,"181,51",,,6.019,4.065,"594.837,64",18407
1798,Manhuaçu,MG,[31394011] Serviço Autônomo Água e Esgoto - SAAE,Água e Esgoto,Autarquia,48.0,"38,00",4.0,"28,00",3.225,3.180,"14.320,00",90229
1799,Manhumirim,MG,[31395011] Serviço Autônomo de Água e Esgoto - SAAE,Água e Esgoto,Autarquia,212.0,"1.060,00",3.0,"36,00",3.533,3.533,"12.365,50",22707
1800,Mantena,MG,[31396011] Serviço Autônomo de Água e Esgoto - SAAE | [31396040] Prefeitura Municipal de Mantena - PMM,Água e Esgoto | Res. Sólidos,Autarquia | Administração pública direta,977.0,"6.189,00",,,3.198,3.198,"26.672,00",27644
1801,Maravilhas,MG,[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31397011] Prefeitura Municipal de Maravilhas - PMM | [31397040] Prefeitura Municipal de Maravilhas - PMM,Esgotos | Água | Res. Sólidos,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta,11.0,"24,00",,,2.328,1.589,"311.925,17",7976
1802,Mar de Espanha,MG,[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31398011] Prefeitura Municipal de Mar de Espanha - PMME | [31398040] Prefeitura Municipal de Mar de Espanha - PMME,Esgotos | Água | Res. Sólidos,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta,408.0,"1.247,00",,,5.186,3.944,,12814
1803,Maria da Fé,MG,[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31399011] Prefeitura Municipal de Maria da Fé - PMMF | [31399040] Prefeitura Municipal de Maria da Fé - PMMF,Esgotos | Água | Res. Sólidos,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta,,,,,1.973,1.057,"232.601,28",14095
1804,Mariana,MG,[31400011] Serviço Autônomo de Água e Esgoto de Mariana - SAAE | [31400040] Prefeitura Municipal de Mariana - PMM,Água e Esgoto | Res. Sólidos,Autarquia | Administração pública direta,302.0,"1.029,00",9.889,"59.343,04",15.982,10.358,,60724
1805,Marilac,MG,[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31401011] Prefeitura Municipal de Marilac - PMM | [31401040] PREFEITURA MUNICIPAL DE MARILAC - PM,Esgotos | Água | Res. Sólidos,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta,170.0,,,,1.161,636,"105.915,45",4115
1806,Mário Campos,MG,[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31401511] Prefeitura Municipal de Mário Campos - PMMC | [31401540] DEPARTAMENTO DE SERVIÇOS E LIMPEZA URBANA E RURAL - DESLUR,Esgotos | Água | Res. Sólidos,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta,,,,,6.947,4.116,,15416
1807,Maripá de Minas,MG,[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31402011] Prefeitura Municipal de Maripá de Minas - PMMM | [31402040] Prefeitura Municipal de Maripá de Minas - PMMM,Esgotos | Água | Res. Sólidos,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta,,,,,938,466,"87.443,99",2973
1810,Martinho Campos,MG,[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31405040] Prefeitura Municipal de Martinho Campos - PMMC,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,370.0,"2.872,55",1.0,"14,00",7.562,5.325,"927.811,72",13388
1811,Martins Soares,MG,[31062000] Companhia de Saneamento de Minas Gerais - COPASA,Água,Sociedade de economia mista com administração pública,,,,,1.266,982,"144.029,28",8417
1812,Mata Verde,MG,[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31405540] Prefeitura Municipal de Mata Verde - PMMV,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,431.0,"14.190,56",,,5.035,3.287,"785.593,00",8586
1813,Materlândia,MG,[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31406011] Prefeitura Municipal de Materlândia - PMM | [31406040] Prefeitura Municipal de Materlândia - PMM,Esgotos | Água | Res. Sólidos,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta,,,,,752,428,"57.113,34",4459
1814,Mateus Leme,MG,[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31407040] Prefeitura de Mateus Leme - PMML,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,295.0,"3.659,22",,,23.622,14.488,"2.663.307,65",31086
1815,Mathias Lobato,MG,[31062000] Companhia de Saneamento de Minas Gerais - COPASA,Água,Sociedade de economia mista com administração pública,,,,,1.624,1.224,"198.240,86",3203
1816,Matias Barbosa,MG,[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31408011] Prefeitura Municipal de Matias Barbosa - PMMB | [31408040] Prefeitura Municipal de Matias Barbosa - PMMB,Esgotos | Água | Res. Sólidos,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta,,,,,5.674,3.996,"936.172,40",14468
1817,Matias Cardoso,MG,[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31408540] Prefeitura Municipal de Matias Cardoso - PMMC,Água | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,3.984,2.583,"522.522,89",11157
1818,Matipó,MG,[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31409011] Prefeitura Municipal de Matipó - PMM | [31409040] Prefeitura Municipal de Matipó - PMM,Esgotos | Água | Res. Sólidos,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta,200.0,"2.400,00",,,5.610,4.295,"414.321,73",18908
1819,Mato Verde,MG,[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31410040] PREFEITURA MUNICIPAL DE MATO VERDE - PMMV,Água | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,6.194,4.395,"603.860,85",12459
1820,Matozinhos,MG,[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31411040] Prefeitura Municipal - PM,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,565.0,"3.630,15",,,37.848,21.570,"3.142.698,83",37820
1821,Matutina,MG,[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31412011] Prefeitura Municipal de Matutina - PMM | [31412040] Secretaria Municipal de Obras e Urbanismo - SMOU,Esgotos | Água | Res. Sólidos,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta,53.0,"53,00",,,1.326,841,"34.059,71",3749
1822,Medeiros,MG,[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31413011] Prefeitura Municipal de Medeiros - PMM | [31413040] Prefeitura Municipal de Medeiros - pmmedeiros,Esgotos | Água | Res. Sólidos,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta,,,,,1.098,843,,3802
1823,Medina,MG,[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR | [31414040] Prefeitura de Medina - P.M.M,Água e Esgoto | Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Empresa pública | Administração pública direta,,,2.0,"25,00",5.742,3.788,,20820
1824,Mendes Pimentel,MG,[31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR,Água,Empresa pública,,,1.0,"12,00",305,299,,6446
1825,Mercês,MG,[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31416011] Prefeitura Municipal de Mercês - PMM | [31416040] Prefeitura Municipal de Mercês - PMM,Esgotos | Água | Res. Sólidos,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta,,,2.0,"42,00",2.684,1.350,,10739
1827,Minas Novas,MG,[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR | [31418040] Prefeitura Municipal de Minas Novas - PMMN,Água e Esgoto | Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Empresa pública | Administração pública direta,,,6.0,"88,00",4.046,3.366,,31484
1828,Minduri,MG,[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31419011] Prefeitura Municipal de Minduri - PMM | [31419040] Prefeitura Municipal de Minduri - PMM,Esgotos | Água | Res. Sólidos,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta,2.0,"5,00",,,1.190,639,"63.604,64",3894
1829,Mirabela,MG,[31062000] Companhia de Saneamento de Minas Gerais - COPASA,Água e Esgoto,Sociedade de economia mista com administração pública,62.0,"264,58",,,5.346,3.263,"179.136,05",13589
1830,Miradouro,MG,[31062000] Companhia de Saneamento de Minas Gerais - COPASA,Água,Sociedade de economia mista com administração pública,,,,,1.729,1.131,"270.309,00",10754
1831,Miraí,MG,[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31422040] Prefeitura Municipal de Miraí - PMM,Água | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,3.294,1.900,"309.265,79",15014
1832,Miravânia,MG,[31062000] Companhia de Saneamento de Minas Gerais - COPASA,Água,Sociedade de economia mista com administração pública,,,,,783,401,"65.369,20",4888
1833,Moeda,MG,[31062000] Companhia de Saneamento de Minas Gerais - COPASA,Água,Sociedade de economia mista com administração pública,,,,,1.480,1.146,"264.590,23",4919
1834,Moema,MG,[31424012] Serviço Autônomo de Água e Esgoto de Moema - SAAEM | [31424040] Prefeitura Municipal de Moema - PMM,Água e Esgoto | Res. Sólidos,Autarquia | Administração pública direta,4.0,"6,00",2.0,"20,00",2.500,2.500,"1.200,00",7517
1835,Monjolos,MG,[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31425040] Prefeitura Municipal de Monjolos - PMM,Água | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,430,193,"31.569,17",2220
1836,Monsenhor Paulo,MG,[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31426011] Prefeitura Municipal de Monsenhor Paulo - PMMP | [31426040] Prefeitura Municipal de Monsenhor Paulo - PMMP,Esgotos | Água | Res. Sólidos,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta,,,,,2.737,1.788,,8688
1837,Montalvânia,MG,[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31427040] PREFEITURA MUNICIPAL DE MONTALVANIA - PMM,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,26.0,"312,34",,,4.488,2.901,"448.875,14",14877
1839,Monte Azul,MG,[31062000] Companhia de Saneamento de Minas Gerais - COPASA,Água e Esgoto,Sociedade de economia mista com administração pública,30.0,"323,80",,,7.081,3.428,"711.899,03",20854
1840,Monte Belo,MG,[31062000] Companhia de Saneamento de Minas Gerais - COPASA,Água,Sociedade de economia mista com administração pública,,,,,2.872,1.615,"385.985,00",13166
1841,Monte Carmelo,MG,[31431011] Departamento Municipal de Água e Esgoto - DMAE | [31431040] Secretaria de Obras e Serviços Públicos - SOSP,Água e Esgoto | Res. Sólidos,Autarquia | Administração pública direta,791.0,"354,00",,,37,37,"18,00",47809
1842,Monte Formoso,MG,[31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR | [31431540] Secretaria Municipal de Obras Públicas - SMOP,Água e Esgoto | Res. Sólidos,Empresa pública | Administração pública direta,,,25.0,"270,00",114,114,,4906
1843,Monte Santo de Minas,MG,[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31432011] Prefeitura Municipal de Monte Santo de Minas - PMMSM | [31432040] Prefeitura  de Monte Santo de Minas - PMSM,Esgotos | Água | Res. Sólidos,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta,105.0,,,,7.522,5.028,,21524
1844,Montes Claros,MG,[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31433040] SECRETARIA DE SERVIÇOS URBANOS - SSU,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,7.928,"145.316,58",,,243.192,167.120,"15.299.371,53",409341
1845,Monte Sião,MG,[31062000] Companhia de Saneamento de Minas Gerais - COPASA,Água e Esgoto,Sociedade de economia mista com administração pública,459.0,"4.519,40",,,8.310,5.577,"605.564,36",23803
1846,Montezuma,MG,[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31434511] Prefeitura Municipal de Montezuma - PMM | [31434540] Secretaria Municipal de Obras e Urbanismo - SMOU,Esgotos | Água | Res. Sólidos,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta,,,,,1.118,655,"93.066,62",8249
1847,Morada Nova de Minas,MG,[31062000] Companhia de Saneamento de Minas Gerais - COPASA,Água e Esgoto,Sociedade de economia mista com administração pública,146.0,"549,65",,,5.173,3.998,"315.311,41",8863
1848,Morro da Garça,MG,[31062000] Companhia de Saneamento de Minas Gerais - COPASA,Água,Sociedade de economia mista com administração pública,,,,,1.191,608,"102.806,15",2462
1850,Munhoz,MG,[31062000] Companhia de Saneamento de Minas Gerais - COPASA | [31438040] Prefeitura Municipal - PM,Água | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,995,605,"144.595,00",6029
1851,Muriaé,MG,[31439011] Departamento Municipal de Saneamento Urbano - DEMSUR | [31439040] Departamento Municipal de Saneamento Urbano - DEMSUR,Água e Esgoto | Res. Sólidos,Autarquia | Autarquia,3.229,"32.335,00",,,7.089,6.677,"106.420,00",108763
